score,n,pearson_r,pearson_p,spearman_r,spearman_p
risk_probe_logit_drift,10000,0.13451194486422757,1.3476338268378475e-41,0.1905894672706289,1.9554045003826189e-82
corrected_probe_risk,10000,0.14063321226964282,2.41727014705427e-45,0.1414330134111189,7.606193284485502e-46
risk_probe_prob_drift,10000,0.09536083606229659,1.2159955926157817e-21,0.08449846729630808,2.58514480460305e-17
combined_risk,10000,-0.39560071190721613,0.0,-0.4074801588083607,0.0
risk_margin,10000,-0.6184152697158869,0.0,-0.6289698390049843,0.0
